  -6.797  -5.613 -19.365   3.043  -4.008   4.562  26.481 -15.991   0.618   7.537
   4.308 -15.272  10.042  -1.390  -8.847   6.801   8.644  -5.213   1.315   6.189
   7.362   8.568  -4.768 -13.799  -1.007  11.329   1.152 -15.304 -19.719   6.734
   6.839  -7.376  -3.621  -6.222  -9.902 -24.760  14.063  -6.649 -13.803   3.347
  -2.489 -16.729  -9.807   2.169 -11.230  -0.271  14.381  -2.973  -8.373 -21.312
   2.563   9.053   4.387  23.590  11.838  -8.319   1.473  -3.518   3.419  11.615
   7.787   8.915   6.238   9.680 -15.731   3.772   1.363   3.655   2.290  -1.927
   8.832  -1.039  15.273 -11.827  -5.755  -6.497   9.115   2.579 -16.354  21.565
 -21.875 -15.930   2.060 -22.620   2.972   4.021   2.810   1.288   5.254  27.126
   8.914  12.661   6.541   4.812   1.923  18.256 -12.750  -3.978 -12.189  -1.096
  15.859
