  79.461  39.368  25.722  25.563 -55.392 -38.265   1.321 -25.924  16.288   8.865
  -3.904 -35.658  -2.085 -15.402  13.080  33.033  18.690  48.015  32.382  19.625
 -17.097 -13.195  56.386   5.887  -7.561  19.551  66.798  20.435 -13.414  36.199
  30.294 -26.319 -35.493 -24.628  19.011 -19.915   9.524  50.473  80.741   7.325
 -26.501 -20.245  -7.905  10.657   5.969 -13.708   6.263  47.761 -12.311  -4.239
 -37.812  -8.999 -24.028 -29.395 -23.470 -23.325 -20.427  26.658  -0.005 -28.666
  21.492 -33.994   7.002  19.755  34.009   2.928 -19.793  46.211  59.644  -9.909
 -26.156 -30.753   9.895  24.044  -3.079 -17.768 -12.687 -32.374  17.344 -11.134
 -64.608 -49.195 -49.546 -60.043 -22.095  31.687  58.129  -6.403  43.933  14.395
 -33.804 -30.842 -53.381 -10.180 -29.856 -21.151   8.752 -27.059  27.893  21.502
  -7.591
