  -1.196   8.105  10.436 -24.434 -34.117  15.143  48.531  84.146  23.901 -39.073
   0.126 -40.460 -48.718 -19.611 -21.374  46.920  49.040  -0.262  -5.550  38.706
  62.935  25.944  13.559  42.735  10.517  -3.274 -31.368 -17.821  10.712  -5.681
 -19.350  25.866  43.976  47.230  18.684  78.034  17.335 -26.395  42.974 -36.174
 -20.861  16.988  -6.115  17.862   2.665  15.640 -30.076 -17.829  20.522   5.537
  16.542  -0.671  13.232  -5.948 -16.216 -25.455   9.696 -32.457 -39.717 -40.323
 -16.313  -0.645 -13.165   6.895 -14.716 -21.828 -10.579  25.599  -2.000 -14.647
 -25.816 -34.710 -26.113 -14.131 -21.228   6.900  -2.227  61.334   5.192   4.355
 -62.394 -45.828 -10.490  13.184  -3.700 -24.542 -18.062 -16.079  15.500  36.138
  27.590   0.392  10.223  -4.658  14.378 -31.531 -52.538 -36.218 -33.882  -2.212
   9.190
