 -13.617  18.675  -4.657  -4.895  11.088   5.932 -17.152   8.342  -4.653  -2.076
 -12.410 -19.542 -32.961  -1.375  14.387  21.625 -16.917  33.153   1.258  -0.484
   7.937  17.085  -3.266  13.737  25.692  -6.217 -20.900   5.124   0.072   5.671
  11.125 -22.693  13.182 -15.902   2.241 -21.367  11.975  22.611   1.604 -18.053
  11.213  10.997 -19.847 -22.694  15.204  32.055   9.318  14.106 -26.162  -1.362
 -17.399  20.042  -4.685 -13.952  19.566  -9.726  -5.756  -8.020  -8.794  34.958
  19.009  -0.432 -16.426 -11.378 -15.255   0.722 -17.059  12.811 -24.975  -4.893
   5.717 -17.939   0.672  -3.353  24.795   5.488  -3.328   2.924 -15.315 -14.726
  22.141   7.806 -20.386  -2.671  17.540  -4.866 -12.028  15.438  14.518   4.721
   6.778  -9.973  -8.385   6.844  -7.337   3.915  -6.025  -3.203  -3.037  -3.616
   1.002
