  13.654  18.095  15.527  11.338  11.568   8.780  -0.292   2.691   4.308  12.859
  14.431  12.488  13.946  13.026   9.557  -4.030   5.907   7.851  -0.776   2.480
  11.580  16.747  12.201   7.983  -0.028  -3.894   1.930   4.420   4.226  13.163
  15.170   2.276  -0.144  -6.984  -9.142 -13.634  -0.969  -5.574  -8.630 -11.089
 -12.395 -30.180 -31.620 -34.040 -17.452 -21.676 -29.101 -31.523 -35.663 -42.604
 -37.068 -31.346 -33.543 -40.311 -38.020 -27.812 -27.520 -34.879 -36.734 -41.508
 -26.217 -25.796 -21.911  -4.523  -7.800  -6.802  -0.423  -1.776  12.382  -2.909
  -2.253   7.243  12.775  10.539  11.215  19.826  27.213  26.391  21.882  28.903
  29.984  23.204  27.572  10.131   5.830   6.078   6.239  13.195  16.298  23.605
  28.494  31.542  19.995  19.646   7.721  10.665  12.672  16.005   9.603   0.138
  -0.517
