  -9.211  -7.852   3.148   4.698   5.415   4.783  -3.817  -0.218   6.476   4.082
   6.327  -0.403  -2.775  -5.110   1.731   2.531   5.962  -5.031  -0.263  -6.179
   0.271   4.754  -2.329   0.778   0.789   0.282   1.475   2.657   2.514  -2.166
   2.174   1.637  -6.106   6.177   5.639   0.114  -4.587   1.434  -5.426  -4.890
   1.446   3.755   3.158   0.280   1.173   3.639  -1.139  -3.478  -0.062  -5.375
  -1.873   0.995  -0.623  -0.965   3.013  -6.033  -2.653  -7.702  -3.879  -4.081
  -0.553   0.430   6.313   0.145   0.864  10.101   6.081   1.037   0.649   9.656
  -3.453   7.452   2.078   1.563  -4.746  -8.244  -2.395   0.985  -8.699   1.363
   0.434  -5.895  -3.298   4.574   6.626  -5.766   0.886   4.696  -1.645   4.372
 -10.716  -0.701  -2.688   0.709   1.636  -2.794   7.118  -2.241  -3.257   2.224
   4.133
