  -2.921   3.133  -0.744  -0.911   2.651   1.353  -3.854   1.626  -0.795  -0.366
  -1.650  -4.347  -7.769  -0.306   3.505   4.850  -4.132   6.950  -0.539  -0.123
   1.700   5.038  -0.565   3.287   4.458  -1.969  -4.467   0.959   0.182  -0.270
   1.413  -5.032   2.823  -2.978   1.496  -3.567   2.382   5.315  -1.331  -4.345
   2.936   2.972  -2.906  -4.728   2.910   7.167   2.011   2.353  -5.900  -0.550
  -4.016   3.980  -1.427  -2.858   4.008  -2.210  -1.270  -2.044  -2.354   8.539
   4.619   0.877  -2.929  -2.459  -2.961  -1.228  -3.317   2.232  -5.164  -1.928
   1.560  -3.026   0.451  -1.628   5.452   0.483  -0.028   0.913  -2.967  -3.651
   5.466   2.136  -3.544  -1.485   4.492  -1.611  -1.786   4.105   3.333   0.542
   0.993  -1.746  -3.380   1.959  -2.065   1.495  -0.877  -0.171  -0.909  -0.457
  -1.107
