  -4.967  -0.552   0.134  -6.660  -2.254   6.215  10.604  19.354   3.685  -8.781
  -0.702  -6.089  -9.933  -3.038  -5.980   5.857   6.896  -4.019  -4.100   6.372
  13.223   5.804  -1.281   7.637   1.664  -2.256 -11.092  -4.815   3.078  -4.002
  -7.231   6.150  11.602  11.245   1.107  15.096   1.831  -8.477   3.653  -6.971
  -1.644   4.381  -1.669   2.012  -0.602   3.551  -5.266  -6.783   5.531   2.147
   6.007  -0.808   3.782   0.833  -1.588  -2.357   3.648  -6.949  -6.984  -4.715
  -4.679   3.499  -2.365  -0.095  -5.053  -6.311  -1.484   1.688  -3.319  -2.630
  -2.862  -5.775  -6.211  -4.827  -3.103   3.310   0.334  15.476   0.502   1.587
  -7.360  -5.908   1.053   5.849   0.744  -5.287  -7.331  -2.643   0.411   5.265
   7.893   3.170   5.382  -1.429   5.283  -4.634 -11.107  -4.519  -8.954  -2.685
   1.291
