  -7.307  28.126  18.062  -7.650  -7.569 -13.918  -7.928 -19.187  15.541  38.474
  11.392  -0.107 -74.780 -39.796  -1.730   0.685  24.373  39.787  31.515   8.563
   9.127 -19.701  -7.488  24.748  13.235   9.548   6.494 -32.302 -18.618 -21.951
  -8.503 -39.401 -34.281 -27.731   5.520  15.313   0.617 -26.409 -34.608  -0.079
  15.898  -8.100  -3.694  10.509  13.409 -32.151 -53.219 -28.819  -2.619   9.084
  23.262 -44.566 -24.477  -9.844  15.030  15.228  11.076  -6.319  -3.919  27.655
   1.254  40.834  39.432  35.228  44.712  -2.298 -22.584 -19.012 -48.329  -7.074
   5.356   9.065  27.151  27.611  -3.719  13.016  42.710  29.485  25.727  -0.204
 -22.680 -27.731 -13.775  19.127   8.459  29.218   9.046   0.426  -7.190 -20.475
 -30.187 -19.914  14.692  24.810  10.065  35.374  31.397   5.478 -22.172 -43.466
   8.930
