   7.417 -14.634  -9.207   4.702  -0.807   2.293  -3.042   1.289  17.111 -17.706
   7.107  10.819 -16.554  -0.602   9.752 -18.551 -13.058  -7.527  -6.375  20.917
  12.545   7.832   4.019   1.163 -17.660   1.963 -13.112  23.529   6.372  -4.302
  -5.281   5.581 -34.258  14.159  -3.074 -13.310  -0.248  -6.285 -10.047   4.743
   9.600   2.622  -3.268   7.676  -1.758   1.939  26.106  -1.843  -6.169   4.759
  -7.279  -4.740  -5.646 -10.229 -20.804   2.626  -5.608   2.469  15.480  11.444
   1.584  10.056  -8.996   9.365   7.699   3.592  -4.246  -1.032  -7.948   4.089
   6.337   1.220  11.706 -25.058  -3.870  14.160   4.808  30.686  -1.263  -6.133
  -6.581 -12.154 -15.104   3.457 -12.307  -3.366  10.832  15.904   8.854  -1.248
   6.803  16.043 -32.591   0.080   7.183 -12.827   1.486   3.894   3.457  -6.391
  -4.221
