  13.688   8.354   6.970   3.360 -13.232  -6.226   2.694   1.126   6.192  -0.380
   0.741 -10.517  -6.873  -7.053   1.343  10.715  10.113   9.737   5.778   5.993
   2.419   0.953  11.820   5.129   0.210   3.398   9.812   2.639  -1.738   5.312
   5.124  -3.447  -4.572  -0.659   7.236   3.543   4.659   8.148  18.145  -2.189
  -6.220  -2.229  -1.882   3.595   2.608  -0.676  -2.702   7.156  -1.689  -1.190
  -6.653  -1.717  -4.799  -8.042  -4.517  -7.286  -3.670   0.400  -3.928  -8.310
   3.418  -5.808   2.064   4.849   6.987   0.357  -4.869  10.967   9.475  -2.150
  -7.239  -7.276  -0.200   4.742  -2.608  -3.778  -2.020  -0.332   3.267  -2.795
 -17.673 -13.814 -10.708  -9.890  -4.483   3.663   9.865  -1.693  10.091   5.801
  -6.728  -7.699  -9.289  -2.122  -5.524  -6.681  -1.198  -9.378   2.791   4.752
   0.517
