  -1.143   6.030   3.455  -2.505  -1.632  -3.184  -1.211  -4.268   2.247   7.597
   1.965   0.475 -15.788  -7.945  -0.697  -0.580   4.774   8.490   6.625   2.486
   1.786  -4.888  -1.702   5.353   2.855   1.680   0.981  -7.570  -4.268  -4.774
  -2.735  -8.266  -6.694  -6.348   0.304   3.864   0.719  -6.368  -8.162   0.442
   3.657  -1.983  -0.706   2.321   2.693  -7.111 -11.551  -6.630  -0.349   2.622
   5.801 -10.001  -5.001  -1.522   3.137   4.137   3.249  -0.939  -0.828   6.639
  -0.131   9.303   7.997   7.732   9.510  -1.481  -4.982  -5.016 -10.765  -2.398
   1.774   1.795   5.308   5.709  -0.153   3.833   9.423   6.538   6.740   0.035
  -4.721  -5.006  -1.908   4.330   0.901   6.732   1.704  -0.788  -1.880  -5.097
  -5.298  -3.950   3.500   5.469   2.539   7.882   6.106   1.668  -4.973 -10.046
   1.520
