   0.039  -4.661  -4.543  -0.434   2.012  -3.436  -6.011  -1.978  -1.684   2.849
   4.326   0.083   5.896  -3.276   0.921  -4.029   3.149  -2.198   5.677   7.214
  -7.024   0.398   0.595   2.687   1.526   1.312   1.039  -6.573  -6.482   1.147
  -4.264   2.146   0.794   4.960   1.667   2.298   2.328   3.437   1.031   1.898
   2.310   1.173   2.739   2.556   1.966  -1.373  -3.004   3.301   1.976  -2.453
  -1.062  -0.977   0.717   5.045   2.268   3.377   4.814  -6.277  -5.874  -1.735
   2.440  -4.224  -6.608  -3.179  -6.419  -6.555  -0.793  -5.165   0.235  -0.125
  -4.563  -1.523  -1.952   3.893  -0.640  -0.706  -3.305   5.230  -0.461  -3.804
   2.801  -5.640  -2.622  -2.502  -1.448   1.304   7.544  -1.121   1.412   0.616
   0.497   2.457  -1.245   1.682   2.155   6.301   0.268   7.620   4.229  -0.200
   3.339
