  14.620   8.146   6.612   4.560 -12.531  -7.170   1.216  -2.206   5.360   1.073
  -0.146  -9.025  -4.159  -5.050   2.527  10.076   7.573  10.321   6.742   4.886
  -0.060  -0.809  12.037   3.609  -0.528   4.096  12.487   3.573  -1.997   6.604
   6.159  -4.514  -6.359  -2.219   5.659  -0.543   2.514   9.458  17.486  -0.853
  -6.116  -3.076  -1.799   2.530   1.866  -1.913  -1.056   8.306  -2.180  -1.647
  -7.331  -2.101  -4.814  -6.808  -4.573  -6.845  -4.111   2.674  -2.328  -7.451
   4.005  -6.255   1.931   4.781   7.211   1.100  -4.020  10.815  11.310  -1.517
  -7.084  -6.747   0.990   4.890  -1.952  -4.391  -2.350  -3.417   3.007  -2.284
 -16.266 -12.940 -11.525 -10.909  -3.548   5.059  11.243  -1.136   9.773   4.958
  -7.597  -7.005 -10.641  -2.029  -5.230  -5.693   1.148  -8.002   3.510   4.163
  -0.137
