  -9.021  -7.900   3.074   4.675   5.180   4.203  -4.338  -0.930   6.160   4.734
   6.847  -0.272  -2.500  -6.109   1.968   3.084   6.105  -4.642  -0.337  -6.270
  -0.600   4.659  -2.093   0.640   1.229   0.713   1.847   2.819   2.138  -2.433
   2.950   1.733  -6.738   6.600   6.142   1.196  -4.317   1.466  -4.968  -4.758
   1.424   4.076   3.116   0.201   2.022   3.310  -2.346  -3.017  -0.759  -5.707
  -1.850   1.645  -1.379  -1.247   3.743  -5.910  -2.533  -8.242  -4.162  -4.058
   0.417   0.184   5.997   0.670   1.651   9.509   6.118   0.544   0.235   9.310
  -3.102   7.617   1.867   2.161  -5.186  -8.722  -2.419   0.070  -8.277   0.992
   0.681  -5.050  -2.879   4.543   6.881  -5.741   1.353   4.433  -2.217   4.063
 -10.661  -0.927  -1.610   0.786   0.611  -2.838   7.646  -2.363  -3.138   2.510
   4.065
