 -15.649   3.325   6.851 -26.984 -19.722  26.385  53.763  91.136  22.859 -38.871
  -1.336 -36.613 -54.178 -20.685 -26.331  37.035  40.723  -9.139 -14.530  32.299
  63.098  27.453   1.970  40.592   9.390  -8.749 -42.378 -20.615  13.732 -14.596
 -29.338  23.625  48.214  49.666  10.818  72.088  11.493 -33.227  27.411 -35.392
 -11.497  20.283  -8.452  12.176   0.676  18.691 -25.298 -27.493  22.828   8.586
  23.880  -5.297  12.964  -1.899 -11.094 -18.456  12.731 -32.834 -36.640 -28.317
 -20.093  12.943  -7.050   4.756 -16.046 -26.113 -10.277  15.756  -7.945 -12.982
 -17.703 -30.571 -26.107 -17.830 -16.604  12.087   3.309  71.672   4.751   7.154
 -49.234 -38.172  -3.163  21.249   2.051 -22.422 -26.934 -12.931   9.278  29.097
  29.777   8.066  18.547  -5.862  20.757 -26.170 -51.181 -29.291 -41.176  -9.440
   5.940
