 -11.024  24.055  15.795  -8.208  -7.338 -15.239 -12.477 -21.789  14.751  37.264
  12.470  -0.067 -74.191 -35.252   2.658   1.429  27.453  42.249  32.737   4.871
   7.463 -21.201  -4.093  27.672  11.810  10.999   7.130 -31.162 -21.120 -23.368
  -6.400 -36.660 -39.563 -31.235   3.667  13.893  -0.463 -25.825 -41.125  -0.308
  15.621  -9.999   2.150   8.840  11.818 -35.144 -52.024 -27.871  -2.464   7.828
  25.158 -44.859 -22.042  -4.833  16.120  17.116  10.489  -8.093  -4.466  27.982
   0.900  42.330  37.435  28.314  40.200  -2.542 -23.252 -19.703 -45.224  -2.490
   6.734  12.948  29.522  27.175  -3.212  11.166  43.645  27.175  23.373   4.007
 -21.931 -29.391 -10.537  21.090   6.913  24.989   8.596   1.633  -6.168 -17.952
 -37.956 -21.453  12.048  29.224  16.172  39.742  36.803   6.218 -19.139 -38.213
   8.135
