  -5.029   1.221 -16.580   3.619  -3.504   3.885  24.466 -14.992  -2.440  12.787
  -2.494 -18.025  16.135  -0.667  -8.028  16.348  11.375  -6.240  -1.326   1.027
   7.545   9.036  -2.352  -9.096  -4.178  18.763   4.008 -17.637 -21.426   5.810
   2.815 -12.993   3.011  -8.406 -16.028 -21.115  11.161  -3.759 -16.055   0.463
  -6.967 -11.307  -8.091   2.337 -10.244   1.930   9.217  -3.342 -11.442 -21.224
   6.434  11.638   7.950  23.911  17.754  -8.714  -1.835  -0.292  -0.979  12.232
   6.287   6.449   3.729   4.667 -20.798  -2.377  -1.175  10.469   6.267  -0.396
   4.182  -3.913   7.042  -5.341  -2.904 -12.420   9.572  -5.885 -14.907  25.058
 -16.616 -15.530   3.657 -21.276  10.562   3.444   5.110  -5.161   7.630  23.046
   4.108   9.646  11.563   8.879   4.570  20.797 -12.194  -4.403  -9.178  -5.095
  12.959
