18915.855970,0.000000,0.000000,195154.792849,67129.545948
17858.912400,0.000000,0.000000,159145.865796,39115.097360
17904.421774,0.000000,0.000000,155272.889555,48340.156494
18073.596143,0.000000,0.000000,163101.467542,40108.326925
18505.022350,0.000000,0.000000,159408.532680,50149.064990
17992.487865,0.000000,0.000000,159850.499510,35035.947246
18084.992945,0.000000,0.000000,157187.710536,43629.233593
17242.013531,0.000000,0.000000,170180.942788,32237.536749
17371.552926,0.000000,0.000000,160238.715262,43145.225484
17595.955962,0.000000,0.000000,161986.338313,46096.593277
18046.942475,0.000000,0.000000,159379.286809,42274.036067
18140.843074,0.000000,0.000000,160675.342386,43732.345658
18009.814633,0.000000,0.000000,162545.513420,37032.451012
18638.265648,0.000000,0.000000,162626.870010,32197.051051
18254.474742,0.000000,0.000000,162467.914090,42386.699428
18134.234576,0.000000,0.000000,155288.615308,49836.542609
17801.590870,0.000000,0.000000,161721.710034,44661.694750
17935.523030,0.000000,0.000000,160297.652682,40563.956849
17840.363398,0.000000,0.000000,159282.992412,40962.185030
17829.735290,0.000000,0.000000,162536.229305,42844.767485
18003.484820,0.000000,0.000000,162895.486309,44391.343149
18105.380411,0.000000,0.000000,165184.529884,38282.662655
18325.169696,0.000000,0.000000,158899.442841,38049.439557
18645.966956,0.000000,0.000000,162466.026049,40362.171519
18519.618477,0.000000,0.000000,161666.556607,40540.383298
18382.321699,0.000000,0.000000,163458.194606,43841.410514
17833.173734,0.000000,0.000000,161059.645316,45219.393750
17884.707125,0.000000,0.000000,155132.016728,41503.478592
18762.256307,0.000000,0.000000,164299.560442,43144.157351
18613.253906,0.000000,0.000000,154049.136836,37012.902405
18038.970880,0.000000,0.000000,166522.823265,40875.884155
18274.630995,0.000000,0.000000,162770.837049,41356.762741
17873.683986,0.000000,0.000000,162810.618721,45453.024649
17668.990020,0.000000,0.000000,160074.366430,38943.830288
17622.690685,0.000000,0.000000,159666.718054,41331.419016
17906.081580,0.000000,0.000000,163279.483414,40035.576227
18125.376089,0.000000,0.000000,159945.515565,40574.837595
18229.027213,0.000000,0.000000,156892.427009,37926.163131
18490.056546,0.000000,0.000000,160233.307280,46984.831705
18869.075822,0.000000,0.000000,163302.548233,42276.432672
18320.140218,0.000000,0.000000,162218.754419,39752.055963
18638.203023,0.000000,0.000000,164691.572415,40185.756325
18256.909307,0.000000,0.000000,164224.127784,42291.377348
18383.137209,0.000000,0.000000,164256.879872,44140.448386
18200.233574,0.000000,0.000000,160525.516211,36833.598757
17909.785751,0.000000,0.000000,160340.287575,40665.447950
17988.570344,0.000000,0.000000,159812.532156,39355.277919
17807.184777,0.000000,0.000000,160529.921288,39947.391665
18117.154321,0.000000,0.000000,159033.903823,41220.599409
18478.735551,0.000000,0.000000,160041.803581,39403.195476
18638.286589,0.000000,0.000000,162913.442655,41554.835751
