 -13.794 -17.982 -15.412 -11.303 -11.294  -8.416   0.926  -2.281  -4.154 -12.614
 -14.676 -13.351 -14.831 -13.259  -9.962   3.695  -6.630  -8.241   0.020  -3.098
 -11.970 -16.895 -11.882  -7.007   1.338   4.602  -1.634  -4.864  -4.135 -12.669
 -14.664  -2.065  -0.272   6.685   9.297  14.087   1.393   5.848   9.143  11.223
  12.302  30.275  31.592  34.122  17.435  21.849  29.463  31.612  35.408  42.080
  36.739  30.974  32.785  39.790  37.667  26.877  27.129  34.029  35.456  40.386
  25.398  25.347  21.046   3.874   7.758   6.412   0.181   2.005 -12.372   2.955
   1.749  -8.125 -13.400 -11.095 -11.896 -20.037 -27.187 -25.824 -21.344 -28.914
 -30.066 -22.979 -27.445  -9.757  -5.499  -5.532  -5.267 -12.700 -15.614 -23.176
 -27.724 -29.920 -18.612 -18.665  -6.499  -9.751 -12.053 -15.427  -9.363  -0.187
   0.839
