  -4.721  -9.586 -10.899 -11.940 -15.658 -18.401 -24.216 -12.914 -11.181 -15.120
 -10.108   6.600  18.992  25.574  25.957  19.951  13.971  13.700   8.832   3.616
   7.588   9.939  11.103   3.659   4.880   0.755  -4.848   5.138   1.955  -5.889
   2.373   6.811  11.148   9.243   2.184   6.002   2.559  -6.183 -13.461 -15.477
 -15.908 -14.676   2.981  -8.331  -6.201 -13.657 -14.767  -6.901  -8.632  -8.553
  -9.358   3.953   5.129  -3.541   5.630  13.396   7.793   7.490  14.143  12.572
  13.208   9.773   4.549   3.219   3.871   6.141   7.442   1.169  -0.654   2.839
  -1.628   7.795  -2.018  -5.546  -6.166  -5.095   4.646   6.721   7.592   1.369
  -8.312  -3.040   8.567   3.570  -8.214 -17.152  -6.538   3.238  -0.872  -1.317
  -4.676 -13.354 -10.272   9.902   6.581  -2.547  -3.141   3.299  10.599   6.862
  12.246
