18915.855970,0.000000,0.000000,195154.792849,65873.481107
17910.204225,0.000000,0.000000,155465.944023,42502.934529
17882.152978,0.000000,0.000000,157083.446065,41087.089819
17802.068905,0.000000,0.000000,156895.287961,39531.676292
17852.082984,0.000000,0.000000,157552.066035,42539.449506
17724.440353,0.000000,0.000000,160712.255258,40870.334394
17527.725810,0.000000,0.000000,158849.562427,44248.551353
18065.660602,0.000000,0.000000,165408.357186,37752.821972
18232.227235,0.000000,0.000000,162870.649478,44461.214992
18519.489340,0.000000,0.000000,162652.756581,42749.765630
18147.507987,0.000000,0.000000,166851.606014,40208.867811
18593.490763,0.000000,0.000000,161634.363302,44015.648000
18412.408168,0.000000,0.000000,159368.791212,44734.640210
18118.295196,0.000000,0.000000,163153.884938,45744.949463
18437.612255,0.000000,0.000000,163098.099601,34441.650585
17889.169019,0.000000,0.000000,162030.254259,39583.285155
17856.649505,0.000000,0.000000,161219.355660,36551.871844
17990.060386,0.000000,0.000000,161351.141099,45009.392029
17896.104451,0.000000,0.000000,160195.851082,41599.650027
18127.399363,0.000000,0.000000,160881.643853,39307.879986
18185.491557,0.000000,0.000000,161513.849649,36633.163156
18198.483777,0.000000,0.000000,156292.617583,34520.935640
18419.650507,0.000000,0.000000,160819.024178,41012.833085
17888.170503,0.000000,0.000000,165074.581466,45334.204947
18095.401061,0.000000,0.000000,164781.679882,40772.343584
17986.523150,0.000000,0.000000,160801.480171,41131.938947
17875.438827,0.000000,0.000000,158256.785507,44016.006142
17684.710074,0.000000,0.000000,162110.613677,36664.842471
17836.048548,0.000000,0.000000,158876.259380,44531.575876
17798.915067,0.000000,0.000000,161335.530527,35895.507819
17612.409038,0.000000,0.000000,165856.908229,41478.719308
17785.132882,0.000000,0.000000,163995.761082,41645.080616
17948.550201,0.000000,0.000000,160406.628691,41480.186813
17967.295635,0.000000,0.000000,160607.283678,40626.763241
17611.853746,0.000000,0.000000,164359.309512,41703.533717
18181.983142,0.000000,0.000000,162838.738328,39440.774782
18160.432984,0.000000,0.000000,163167.166430,43743.208286
17819.463989,0.000000,0.000000,162871.626679,42448.684383
18489.106395,0.000000,0.000000,158227.782052,41122.082224
17905.526735,0.000000,0.000000,158872.921396,39689.209612
18271.684142,0.000000,0.000000,160065.890454,40835.767700
18460.410889,0.000000,0.000000,160922.356255,43739.762247
18264.170094,0.000000,0.000000,162295.685478,40753.059970
18160.549607,0.000000,0.000000,161510.300382,37580.218208
18046.868567,0.000000,0.000000,158155.624661,45694.241302
17828.749281,0.000000,0.000000,163384.311479,37239.791782
18175.363216,0.000000,0.000000,158619.324900,47311.788888
18132.451037,0.000000,0.000000,162161.883572,47962.540037
18569.545567,0.000000,0.000000,166603.639247,43471.553354
18205.502295,0.000000,0.000000,162660.370009,42398.603186
18317.146928,0.000000,0.000000,162072.495149,41433.550211
